track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,is_hit,track_name_length,artist_count,duration_min,lyrics
7186LhwrXw1yG2AhjCQivK,Chingadazo de Kung Fu,Me Pongo Hasta la Madre Porque Estoy Hasta la Madre,Epitafio (Perdón por Ser Rock And Roll),37,151558,False,0.577,0.894,9,-2.555,1,0.0413,0.0104,0.0,0.36,0.77,127.513,4,punk-rock,0,39,1,2.5259666666666667,"Con la boca llena de palabras
Pensarías que algunas son verdad
Y si no querías escucharlas
¿Para qué me haces comenzar?
Dos cervezas por la mañana
No es lo mejor para desayunar
Y está esta voz que no se calla
Sólo me quiero anestesiar
Rompí promesas que me hice

Y otra vez he metido el pie
Metí los brazos, la cabeza y me ahogué
He dejado de tomar llamadas
De las pocas personas que me aman
Y otra vez he metido el pie
Metí los brazos, la cabeza y me ahogué
He dejado de tomar llamadas
De las pocas personas que me aman

Ésta es mi carta de despedida
A un futuro que no conoceré
Mi pasado y mi presente
Me recuerdan que me equivoqué
Creo que tengo otro vicio
Pretender que todo estará bien
Y decirme a mí mismo ‘sigue fingiendo, no te vas a perder’
Rompí promesas que me hice

Y otra vez he metido el pie
Metí los brazos, la cabeza y me ahogué
He dejado de tomar llamadas
De las pocas personas que me aman
Y otra vez he metido el pie
Metí los brazos, la cabeza y me ahogué
He dejado de tomar llamadas
De las pocas personas que me aman
Sigo fingiendo que no pasa nada
Otra cerveza para la resaca"
6vRkYTrWDzzVrZTqBJFR0u,LiSA,LiTTLE DEViL PARADE,Catch the Moment,58,282626,False,0.401,0.978,7,-1.875,1,0.147,0.0578,1.87e-06,0.331,0.446,190.083,4,j-rock,1,16,1,4.7104333333333335,"[LiSA「Catch the Moment」歌詞]

[Verse 1]
そっと 吐き出す ため息を吸い込んだ
後悔は苦い味残して
いつも なんで？肝心なこと言えないまま
次の朝日が顔だしてる

[Pre-Chorus]
嫌になった運命を ナイフで切り刻んで
もう一度やり直したら キミに出会えないかも

[Chorus]
僕の声が響いた瞬間に始まる
命のリミット 心臓がカウントしてる
叶えても叶えても 終わらない願い
汗をかいて走った 世界の秒針は
いつか止まった僕を置いていく
あと何回キミと笑えるの？
試してるんだ 僕を catch the moment

[Verse 2]
一個幸せを数えるたびに
変わっていく未来に怯えてしまうけど

[Pre-Chorus]
愛情の種を大切に育てよう
分厚い雲も やがて突き破るかな

[Chorus]
キミの声が響いた 僕の全身を通って
心臓のドアをノックしてる
「臆病」でも開けちゃうんだよ 信じたいから
何にもないと思ったはずの足元に
いつか深く確かな根を生やす
嵐の夜が来たとしても 揺らいだりはしない

[Bridge]
何度でも 追いついたり 追い越したり
キミがふいに分かんなくなって
息をしたタイミングが合うだけで
嬉しくなったりして
集めた一秒を 永遠にして行けるかな

[Chorus]
僕の声が響いた瞬間に始まる
命のリミット 心臓がカウントしてる
叶えても叶えても 終わらない願い
汗をかいて走った 世界の秒針が
いつか止まった僕を置いていく
あと何回キミと笑えるの？
試してるんだ 僕を catch the moment
逃さないよ僕は
この瞬間を掴め catch the moment"
0yNpA8tDur1BTufgrcBI5n,Creep Hyp,リバーシブルー,リバーシブルー,34,212773,False,0.605,0.735,1,-3.418,1,0.0338,0.0462,0.0,0.364,0.9,133.995,4,j-rock,0,7,1,3.5462166666666666,"いつも会いたくない会いたくない会いたくない
そんな気持ちとは真逆の気持ち

両端を引っ張っては真ん中で結んだ蝶々の様に
高く飛べると思ってたのにすぐに解けた
両足を引っ掛けては躓いて転んだ蛹の様に
いつか飛べると思ってたのにすぐに解けた

いつだって裸足になれなくて
その場凌ぎで固結び
いつまでも裸足になれなくて
また靴擦れ

いつも曖昧な不安定なありきたりな
「君と世界を」とか　そんな気持ちとは真逆のアレでも
会いたくない会いたくない会いたくない
そんな気持ちとは真逆の気持ち

下手くそな固結びはいつの間にかもうきつく絡まって
やり直せると思ってたのにな

言わなくてもわかるなんて嘘で
その場凌ぎで固結び
言わなくてもいい事を言って
また靴擦れ

いつも曖昧な不安定なありきたりな
「きっと二人なら」とか そんな気持ちとは真逆のコレでも
会いたくない会いたくない会いたくない
そんな気持ちとは真逆の

会いたくない会いたくない会いたくない会いたくない会いたくない

会いたいな会いたいな会いたいな
の逆の気持ちの真逆の気持ち"
4KWKrzTYu5e7fcYC7nKUun,Charlie Brown Jr.,Imunidade Musical,I Feel So Good Today,43,248800,False,0.688,0.484,1,-9.254,1,0.0298,0.646,0.0129,0.109,0.447,124.062,4,hard-rock,0,20,1,4.1466666666666665,"[Letra de ""I Feel So Good Today""]

[Refrão]
I feel so good today
I feel so good today

[Verso 1]
Que bom olhar pro lado, encontrar você
Depois de tantas chances perdidas
Eu quero esperar pelo amanhecer
Quero ver o sol refletindo em você
Basta eu olhar pra você
Fica tudo em evidência

[Refrão]
I feel so good today
I feel so good today

[Verso 2]
Corpos livres, mentes perdidas
Gente que ainda sonha com uma nova vida
Tudo é simples e calmo visto de cima
O mundo é grande, mas é só uma ilha
Mas o que me interessa é você
Temos a nossa frequência
Mas o que me interessa é você
Temos a nossa frequência

[Ponte]
That's why I love you so much
Oh, girl, I, I can't live without your love
Don't you never go, yeah

[Saída]
Tente entender
Tente me fazer entender
Quero num dia mais lindo
Estar ao seu lado"
4to8RSl1qZa7q3X8z4nOk3,Charlie Brown Jr.,De 1997 A 2007,Pontes Indestrutíveis,48,209084,False,0.729,0.711,7,-8.04,1,0.119,0.248,0.0,0.198,0.808,159.019,4,alt-rock,0,21,1,3.484733333333333,"[Letra de ""Pontes Indestrutíveis""]

[Verso 1]
Buscando um novo rumo que faça sentido
Nesse mundo louco com o coração partido, eu
Tomo cuidado pra que os desequilibrados não abalem minha fé
Pra eu enfrentar com otimismo essa loucura
Os homens podem falar, mas os anjos podem voar
Quem é de verdade sabe quem é de mentira
Não menospreze o dever que a consciência te impõe
Não deixe pra depois, valorize a vida

[Refrão]
Resgate suas forças e se sinta bem
Rompendo a sombra da própria loucura
Cuide de quem corre do seu lado e quem te quer bem
Essa é a coisa mais pura

[Verso 2]
Fragmentos da realidade estilo mundo cão
Tem gente que desanda por falta de opção
E toda fé que eu tenho eu tô ligado que ainda é pouco
Os bandidos de verdade tão em Brasília tudo solto
Eu faço da dificuldade a minha motivação
A volta por cima vem na continuação
O que se leva dessa vida é o que se vive, é o que se faz
Saber muito é muito pouco, stay real, esteja em paz

[Interlúdio]
O que importa é se sentir bem, o que importa é fazer o bem
Eu quero ver meu povo todo evoluir também
O que importa é se sentir bem, o que importa é fazer o bem
Eu quero ver meu povo todo prosperar também
O que importa é se sentir bem, o que importa é fazer o bem
Eu quero ver meu povo todo evoluir também
O que importa é se sentir bem

[Refrão]
Resgate suas forças e se sinta bem
Rompendo a sombra da própria loucura
Cuide de quem corre do seu lado e quem te quer bem
Essa é a coisa mais pura

[Ponte]
Difícil é entender e viver num paraíso perdido
Mas não seja mais um iludido, derrotado e sem juízo, então

[Refrão]
Resgate suas forças e se sinta bem
Rompendo a sombra da própria loucura
Cuide de quem corre do seu lado e quem te quer bem
Essa é a coisa mais pura

[Interlúdio]
O que importa é se sentir bem, o que importa é fazer o bem
Eu quero ver meu povo todo evoluir também
O que importa é se sentir bem, o que importa é fazer o bem
Eu quero ver meu povo todo prosperar também
O que importa é se sentir bem, o que importa é fazer o bem
Eu quero ver meu povo todo evoluir também
O que importa é se sentir bem

[Saída]
Viver, viver e ser livre
Saber dar valor para as coisas mais simples
Só o amor constrói pontes indestrutíveis"
4RMQc14Cq14LmPpKXtFDHx,ORANGE RANGE,PANIC FANCY,O2,52,237173,False,0.508,0.946,9,-3.569,0,0.0849,0.00438,0.0,0.126,0.811,170.083,4,j-rock,0,2,1,3.952883333333333,"[Текст песни «O2»]

[Интро]
O-O-O2
Эй, эй, O2, O2
O2, O2, O2, O2
O2, O2, O2, O2
O2, O2, O2

[Припев]
Мои корни — O2
Моя paper — O2
Мои homie — O2, O2, O2
Мои корни — O2
Моя paper — O2
Мои homie — O2, O2, O2

[Куплет]
Мои корни ниже грунта
Я расту над Долгопрудном
Делал воздух — это круто
Всё окно как в изумрудах
И я жду полив под утро
Меня любят в этом доме
DLC — для всей семьи
Лей Saint-P на мои корни
Надо мной толпится дым
Но им дышится свободно
Здесь со мной все молодые
Но все могут спать спокойно
Это флора, флора в город
Мы нуждаемся в любви
Принеси ещё подружек
Весь наш мир — сплошной парник
Найди, укради и поставь рядом с нами
Мы фитом, мы волки, оконная стая
Здесь крутится paper, подруга сгорает
Окей, это карма, я так понимаю
Иди, посади, ничего не срывая
Умей создавать, потребитель ебаный
Мы воздух, мы знамя, все жизни мы плавим
Ушедших в могилы покрытых цветами

[Аутро]
Твой труп — O2
Твой труп — O2
Thai bo' — O2
Паша Топский — O2
Отрицала — O2
Знамя мира — O2
Куртка мамы — O2
И я — O2
Источаю O2
Нахуй (Нахуй, нахуй)
(O2) O2, O2, O2
Нахуй (Нахуй, нахуй)
Нахуй (Нахуй, нахуй)"
1HenyvhDS3QDnngcCzbLUR,The Rockats,The Good The Bad The Rockin',Tattooed Lady,21,123600,False,0.654,0.679,0,-12.289,1,0.0532,0.0754,0.0,0.358,0.739,97.663,4,rockabilly,0,13,1,2.06,"Oh Lydia, oh Lydia, say have you met Lydia?
Lydia, the Tattooed Lady
She has eyes that folks adore so
And a torso even more so

Lydia, oh Lydia, that encyclopydia
Oh Lydia the Queen of Tattoo
On her back is the Battle of Waterloo
Beside it the wreck of the Hesperus, too
And proudly above waves the red, white, and blue
You can learn a lot from Lydia

When her robe is unfurled, she will show you the world
If you step up and tell her where
For a dime you can see Kankakee or Paris
Or Washington crossing the Delaware

Oh Lydia oh Lydia, say have you met Lydia?
Oh Lydia the Tattooed Lady
When her muscles start relaxin'
Up the hill comes Andrew Jackson

Lydia oh Lydia, that encyclopydia
Oh Lydia the queen of them all
For two bits she will do a mazurka in jazz
With a view of Niagara that nobody has
And on a clear day you can see Alcatraz
You can learn a lot from Lydia

Come along and see Buff'lo Bill with his lasso
Just a little classic by Mendel Picasso
Here is Captain Spaulding exploring the Amazon
Here's Godiva but with her pajamas on

Here is Grover Whalen unveilin' the Trilon
Over on the West Coast we have Treasure Island
Here's Najinsky a-doin' the rhumba
Here's her social security numba

Oh Lydia, oh Lydia that encyclopydia
Oh Lydia the champ of them all
She once swept an Admiral clear off his feet
The ships on her hips made his heart skip a beat
And now the old boy's in command of the fleet
For he went and married Lydia

I said Lydia (He said Lydia)
They said said Lydia (We said Lydia)
La La!"
7objW5pQVFLJWwqRBAjOrv,Los Piojos,Azul,Agua,46,299933,False,0.47,0.67,7,-8.99,1,0.0337,0.0472,0.00782,0.151,0.375,105.058,4,alt-rock,0,4,1,4.998883333333334,"[Letra de ""RÉCORD""]

[Intro Instrumental]

[Verso 1]
No lo quiero, pero te lo vendo caro
No por el dinero, porque no hay cero si lo toca mi mano
Solo sé que lo que tú ves vale oro en kilogramos
Y después de que lo toque, mi hermano, ni hablamos
Coge lo mejor y lo demás se lo tiramos
Me hizo la 13-14 y por eso ya no lo llamo
Me dijeron que respirar no era sano y por eso no lo hago
¿Pero qué hago si no paro, seré raro?
A mí no me la mete con zapatos de charol
Dijo que tenía la mano de la mesa y fue farol
Yo me quedo con una cara de situación
Igualita que la tuya cuando lleve la mitad de la canción y no me calle
Dime tú quién se la aprenderá al detalle
Para ya, no vaya a ser que te desmayes, no me falles
Oye, pilla carretera y que te follen
No me cuentes tu mierda, que ya tengo la mía
Quiero ver el tiempo pasar con una cerveza fría
Me resulta difícil ligar con la que no me oía
Porque su vieja me ve las orejas y no se fía, normal
Antes que por aire, por mar
Hasta que mi familia no se tenga que encorvar
Qué mal que el kebab engorda, tú báilame pole dance
Yo en el bar, todos ciegos de Voll-Damn
Por el rap no hay soborno
Cuando llego a la sala, empiezo a estar en mi entorno
La basura que se cuece, para mí, mejor no
Antes que poner esa mierda me quedo sordo
Mira, tiro como tira la maldad del odio
Nadie lo hace como yo lo hago y eso es obvio
Me escucha la chavalita, pero no su novio
Es un pijito de papá, tic-tac
Para la mirada que me echaba
Prefería pagar a una tía para que me la felara, pero nada
Te tengo que mirar a la cara
Pero no puedo parar, así que espérame a la entrada
Loca, mírame, ¿quieres que te mime?
¿Quieres que te diga lo que tienes que hacer hasta que termines?
Quiero ver como me gimes
Y tú quieres ver entre cojines cómo hago que todo rime
Y yo sé para lo que vine
Y la temporada que he vivido no ha sido de colorines
Así que te dejo que imagines
Y para cuando llores, te dejo al lado un paquete de Kleenex
Ahora todos tienen en la boca un Lambo
Pero siempre van por el barrio andando
Yo nunca he rezado a un santo
Yo he vivido como uno más entre tantos

[Puente]
Son los que estaban ayer
¿Y ahora quiénes? Aquí no se les ve
Mira, tantos son los que estaban ayer
¿Y ahora quiénes están? Aquí no se les ve

[Verso 2]
Con ciertos conceptos en estos conciertos
Con textos, contextos, como estos al resto
Con estos, conecto mi intelecto
Con inventos tales como estos, perfectos
Convierto al inspector en insecto
Inserto mi inyector e infecto
Y dentro del epicentro voy contento
Con tanto por dentro y un tanto por ciento de
Mi pose y mi don si son videntes
Yo tengo el tridente de Poseidón
Y no sé ni dónde tengo mi mente
Si mi corazón es la razón de mis cuatro dedos de frente
Detente, no mentes malamente a tu gente
Detergente para los dientes del que miente
Te sientes bien, pues bien, espero que te sientes
Para poder ver a los MC sorprendentes
Mira lo que te digo soy Cristian, no Twista
Va grabado en una pista
No voy a follar contigo, no insistas
En primera fila siempre hay buenas vistas
Me da igual si no estoy en la lista
Porque voy a entrar a la que se despistan
Mira qué cara de economista
Se me ha ido la pera y he borrado todas las fotos del Insta
Más tarde que pronto se acabará la fiesta
Yo sé que a la vecina le molesta
Me pregunta la poli por el dueño, pero no está
Yo sé que está borracho por la calle con el Nesta
No me respeta ni la hora de la siesta
Yo quiero una cerveza, pero con la copa fresca
Apuro la quinta y el coche no lleva sexta
Tú pide una rima, que mi cabeza te la gesta

[Puente]
No me dejo infectar por la moda, toma
Quédatela para ti toda
Quiero un tema de los Violadores en mi boda
Pantalones de chándal, ha llegado la hora, mola
No dejo la rima sola
Soy el tsunami, no estoy en la ola
Vives con la mami, te crees otro gánster
Luego abres la boca y eres otro Casper

[Verso 3]
Te has perdido en el camino sin que nadie te recoja porque nadie quiere verte
Solo te deseo toda la suerte del mundo
A pesar de que te toparas siempre segundo
Un, dos, un, dos, cojo el micro
Ten cuidado porque rapea Pipo
Te lo parto todo cuando llego al bolo con mi equipo
Te aseguro que te irás sin voz, chico
Llámame el mejor, pero ni de lejos
Empecé de peque y no lo dejo ni de viejo
No estoy aquí para dar consejos
Solo he venido para dar el gusto del ajo
Flujo de brujo cuando te da el bajón
Te da la vida como mano al cajón
Por las veces que me he tirado a la piscina sin razón
Y me he metido hasta el fondo de la cocina sin oír al corazón
Sé que he sido un cabronazo
Pero di la mano y me cogieron el brazo
Luego dije: ""Quiero"", pero no me hicieron caso
Y ahora es cuando tengo lo que quiero, pero paso
Solo que me mire a la cara y me diga la mitad
O que se calle para siempre, se quede en su hábitat
Que no me moleste
Pide que te presten una lápida, cáspita
Ahora suelta lágrimas la vida, ouh
Nunca se vio este flow
Te miro y estás to' lleno de mierda como Pou
Si quieres, ven al directo para ver un buen show
Si estás preparado para verme
Todo lo demás es solo nada
Lo sabe porque me mira y se le arruga la cara
Se le arruga el rostro, ¿cómo lo lleváis vosotros?
Yo lo llevo bien, bro, soy un monstruo, ey

[Verso 4]
Me dieron un boli y me la liaron
Y ahora me siento mal cuando hago un parón
Salí del cascarón con la vida de mi lado
Tengo lo que quiero, pero todo me ha costado
Cuando he tenido que trabajar, no me he acostado
Y así todo el tiempo, y así todo el rato
Bueno, luego dirán: ""Menudo toyaco""
En fin, yo no daba ni un duro por mí
Era un pequeñito, mini Cris frustrado
No sabía que reventaría mi país
Y mira, charco cruzado
Yo sé que la muerte me la tiene prepará’ peligrosa
Pero es que la vida no es de rosa
Venga lo que venga, pase lo que pase
Al menos espero que se retrase, eh
Cristian lo que necesita es una paradita
Y que le hagan una visita
Yo lo quiero todo, no quiero la mitad
Te dejo aquí la dinamita que la quiero evitar
No tengo pasta, pero tengo una cabeza que me va a dar una casa
Y otra casa pa' la vieja, y otra casa pa' la vieja más
Yo solo lo digo, pero el tiempo que es mi amigo siempre dijo: ""Loco, sí, que ya te llegará""
Noto como to’ me tambalea
Pero me tocan el hombro, lo haré para que lo vean
Yo que no tenía ni idea de lo que me llegaría
Ni que de la corona por la que pelean un día sería mía
Todo bien, déjame que me ría
Que llevo roto mucho rato y que quiero algo de alegría
Quiere que vaya a vacilar con un piquetón de colores
Se me ha quedado pequeño el piquetón de los dolores
Ahora camino todo flex, perro como Rex
Cerdo como Tresh, ven aquí, te como los pies
Top ten, menudo filetón a la parrilla
Me gusta la carne al punto que chilla
Esa cara vacilona, voy a darle un Goya
Por las pelis que me hace montarme dentro de la olla
Corro mucho, pero falta cardio todavía, ey
Dale que dale to' el día
Puta vida, cómo duele el domingo
Con el hígado pidiendo socorro de lo que brindo
Lo mismo, todo el rato lo mismo
La cara de que muero, pero luego me lo pelo, ah
No tengo nada que hacer en toda la semana
No voy a quedarme con la gana
Así que de repente le escribo una canción y se la aprende
Qué bonito fue que me enamoré de su mente
Puto Kaze, como siempre
Estaba muy llorón, pero estaba potente
Como siempre, a veces se me pasa que soy el mejor
Y como siempre, gano como siempre
Tengo el mundo pidiéndome que conteste
Que no puedo seguir pasando de toda la gente
Pero nadie sabe lo que se vive si te llega de repente
La vida y te la pega con las de la mala suerte

[Verso 5]
He llegado a casa con un ciego del copón
Solo faltaba su pompa tirada en mi habitación
Y to' correcto; tres, dos, uno, tiempo
Manda ubicación que llego en un momento
'Tamos como tanque, cuerpo de podenco
Papi, somos grandes, los vemos to' lentos
No salí del under, siempre estaba dentro
Nadie que nos mande, porque no nos vendo
Para qué me paro del to'
Tengo la mano ocupada con una copa de ron
Tiran la mala, pero luego vienen a verme al bolo
Mira bien quién se queda solo
Me como la vida como le como el culo
Todo vacilón, como no, to' chulo
Quiero una mansión como Jason Derulo
Es muy bueno y le pierde el rulo
Ya les gané, dame mi cinturón
Tan solo barras, pan duro
Todo buen humor tan puro
Solo con la voz facturo
Creo que lo dejo, ya no me alcanza
Me peta la mente, me paso a la salsa
Está todo seco dentro de la balsa
Me quedo este récord, abrazo pa' Marshall"
7FttgFSnOO5xwljvtGDxv1,The Delta Bombers,Save Me,Save Me,25,191957,False,0.583,0.662,6,-11.258,1,0.0274,0.375,0.346,0.314,0.784,116.614,4,rockabilly,0,7,1,3.1992833333333333,"[Intro]
Up there (Yeah)
Who do I have?
Heaven and hell, my friend (My friend)
I won't shed a tear
Let them see me in pain again

[Verse]
Hello (Hello), from the dark side in
Does anybody here wanna be my friend? (My friend)
Want it all to end
Tell me, when the fuck is it all gon’ end? (End)
Voices in my head
Telling me I'm gonna end up dead (Dead)

[Chorus]
So save me (Save me), before I fall (I fall)
So save me, I don't wanna go alone (Alone)
So save me (Save me), before I fall (I fall)
So save me (Save me), I don’t wanna go alone"
2aEeghgUcnu75tzcolFMfs,Ritchie Valens,Ritchie Valens,La Bamba - Single Version,66,126960,False,0.516,0.809,0,-6.419,1,0.0545,0.787,0.000331,0.303,0.939,75.099,4,rockabilly,1,25,1,2.116,"* = Canciones incompletas (53)[New Music Friday Latin]
Luis Fonsi - Sola
Daddy Yankee - Con Calma (feat. Snow)
Silvestre Dangond, Maluma - Vivir Bailando
Camila - Te Confieso
Anitta - Veneno (Recorded At Spotify Studios NYC)
Rauw Alejandro, Nicky Jam - Que Le De
Ana Guerra - Con Una Mirada
*
Ozomatli - Libertad (feat. Chali 2na, Cut Chemist)
Alizzz - Tu Cama (feat. Jesse Baez, Paula Cendejas)
Kevin Roldan, Zion & Lennox, DJ Maff - PPP (Remix)
El Alfa - Tecnobow (feat. Diplo)
Casper Magico, Juhn - En Otra Piel
David Marley, Juan Magán - Desde Hace Tiempo
C. Tangana, Alizzz - Pa' Llamar Tu Atención (feat. MC Bin Laden)
*
Amara La Negra - Celebra (feat. Messiah)
Camilo Séptimo - Contacto
Alvaro Soler - Loca
*
Sak Noel, Lil Jon, El Chevo, Aarpa - Demasiado Loca
**
Lyanno, Gio Baby, Chris Wandell, Jantony, El Faraón, Somar, GioBulla - No Tiene Sentido (Remix)
Rombai - Me Voy (Remix) [feat. Abraham Mateo & Reykon]
*
​sP Polanco, Pinto Picasso - Man Overboard
Bhavi, Khea - No Lo Entiendo
**
KURT - Dolerá
J Alvarez, Pusho, Benny Benni - Baila Mami
Kidd Keo - Pitbull
Lola Indigo - Fuerte
*
Andrés Cepeda - Hola Soledad (En Vivo)
**
Leiva - Nuclear
Almighty - Fluye
Vice Menta - Tocando El Cielo (feat. Felp 22)
Green Cookie, Brray, Sousa - Pitcher
*
María José, Vanesa Martín - Hábito de Ti (Radio Single)
**
Carlos Sadness, Zahara - Bajo el Mismo Techo
*
MYA - Te Vas
**
Ralphy Dreamz - La Mesa Del Rincón
*
DeCarlo, Lorena Medina - Yo Te Quiero
*
Juan Wauters - Disfruta la Fruta
*
Yoi Carrera - Más Alante Vive Gente
*
Nahuel Pennisi - Alma de Diamante (feat. Ce Suarez Paz)
*
Y La Bamba - Boca Llena
*
Make Mama Proud - Lo Que No Es
*
Rey Ruiz - Venga (feat. Srta. Dayana)
*
Femina - Arriba
*
Arthus Hanlon, Fonseca - Si Tú Te Vas
*
Edwin Luna y La Trakalosa de Monterrey - Me Hiciste un Borracho
*
Intocable - Tu Soledad Y La Mía
*
El Bebeto - Viajes Para Marte
*
Leandro Ríos - Ni Nombre Tendrá[Novedades Viernes Sudamérica]
*
Abel Pintos - Cien Años
*
Owin, Iacho - Diabla
*
COLOR, Fercho, Villa Diamante - Fuego (Villa Diamante Remix)
Polimá Westcoast, Gianluca, Young Cister - Esto No Es una Canción de Amor
*
Glizzy - Bien Ley
*
Quinta Estrella -  Khabib
*
Nueva Vista - Contigo
*
Pablo Betancourth - Te Entrego Mi Corazón
Homer El Mero Mero - Barrio
*
Valeria Gau, Pal Bailador - Sin Nada
*
Pinto Picasso - Piensas en Mí
*
Daniel Cardozo - Es Mejor Decir Adiós
*
Grupo Play - Mil Horas
*
Banda XXI - No Tengo Plata
*
Los del Fuego - Jurabas Tú (En Vivo)
*
Warrobit - Esencia[Novedades Viernes España]
Shotta, Dante, AMBKOR - Hazte Fuerte
*
Matasvandals, Mauri, Carlytos Vela - Títere
*
Nabález, Yera - El Viajero
*
Chimbala - Colombiana
**
Marwan, Leonel García - La Vida Cuesta
*
Zazo & Gxurmet, Kira Brown - Una Más
*
Victor Magán, Yas Cepeda, Justin Bernardez - Baila[Novedades Viernes México]
**
Motel - Tú y Yo
*
Yahir - Tú Conmigo
*
Typow, Charlie Rodd, DAAZ, PonyBoy - Confeti
Ed Maverick, Bratty - Ropa de Bazar
*
Daniel, Me Estás Matando, Marco Mares - Hay Cosas
*
Juan Son - Montaña
Beck - Tarantula[Novedades Viernes Colombia]
*
L'Omy - #Fulldemango
*
Marala - Desde Esa Noche (Versión Acústica)
*
Latin Dreams - El Problemita
*
Reynell, Kevin Florez - Vuelve
*
Fabio Melao, Pipe Calderón - Toda la Noche
*
Josimar y Su Yambú - Pienso en Ti
*
Frailejones - Corazón
*
Black Pop, ANI - Amor Virtual
*
Mundaka - El Paso
*
Electric Mistakes - TomCanciones sin transcribir = 
53"
4ckHgXyezKkcSbA87LT3xS,Patricio Rey y sus Redonditos de Ricota,Momo Sampler,Sheriff,37,360266,False,0.596,0.778,11,-7.668,0,0.037,1.14e-05,0.251,0.313,0.407,136.086,4,punk-rock,0,7,1,6.004433333333333,"[Chorus]
I shot the sheriff
But I didn't shoot no deputy, oh, no, oh
I shot the sheriff
But I didn't shoot no deputy, ooh, ooh, ooh

[Verse 1]
Yeah, all around in my home town
They're trying to track me down, yeah
They say they want to bring me in guilty
For the killing of a deputy
For the life of a deputy
But I say
Oh, now, now, oh

[Chorus]
I shot the sheriff
, the sheriff
But I swear it was in self-defense
, oh no
Ooh, ooh, ooh, yeah
I say, I shot the sheriff, oh, Lord
And they say it is a capital offense, yeah
Ooh, ooh, ooh
, yeah

[Verse 2]
Sheriff John Brown always hated me
For what, I don't know
Every time I plant a seed
He said kill it before it grow
He said kill them before they grow
And so, and so
Read it in the news

[Chorus]
I shot the sheriff, oh, Lord
But I swear it was in self-defense
Where was the deputy? Ooh, ooh, ooh
I say, I shot the sheriff
But I swear it was in self-defense, yeah
Ooh-ooh

[Verse 3]
Freedom came my way one day
And I started out of town, yeah
All of a sudden, I saw Sheriff John Brown
Aiming to shoot me down
So I shot, I shot, I shot him down and I say
If I am guilty, I will pay (Pay, pay, pay, pay, pay)

[Chorus]
I shot the sheriff
But I say, 
but I didn't shoot no deputy
I didn't shoot no deputy, oh no, 
ooh, ooh, ooh
I shot the sheriff
, I did
But I didn't shoot no deputy, oh
Ooh, ooh, ooh

[Verse 4]
Reflexes had the better of me
And what is to be must be
Every day the bucket a-go a well
One day, the bottom a-go drop out
One day, the bottom a-go drop out

[Outro]
I say
I-I-I, I shot the sheriff
Lord, I didn't shot the deputy, no
Yeah, I-I 
shot the sheriff
But I didn't shoot no deputy, yeah, so, yeah"
0kuL28JVeWVO86sXrCYFar,Karamelo Santo,Haciendo Bulla,Los Cangrejos,37,148160,False,0.699,0.878,11,-4.042,1,0.0506,0.263,0.0,0.12,0.874,101.984,4,punk-rock,0,13,1,2.469333333333333,"[Letra de ""Los Cangrejos""]

[Verso 1]
Sólo que no quede ni una duda
Que se acaben las preguntas
Para que todo quede claro
No le eches la culpa a los cangrejos
No te hagas el complejo
Que para entender no tengo ganas

[Coro]
No le heches la culpa ni a la luna ni a este mar
No me digas que era el destino
Que no quede duda que traté de hacerlo bien
Pero contigo nada resulta bien

[Verso 2]
Vaya ser que luego te arrepientas
Aunque el que busca siempre encuentra
Puede que ya no encuentres nada
Más vale un pájaro en la mano
Que un millón volando
Ya no hay por que seguir llorando

[Coro]
No le eches la culpa ni a la luna ni a este mar
No me digas que era el destino
Que no quede duda que traté de hacerlo bien
Pero contigo (pero contigo) nada resulta bien

[Outro]
No me vengas luego que fui yo y que no se que
Yo por ti habría dado hasta la vida
Que no quede duda que traté de hacerlo bien
Pero contigo amor nada resulta bien
Pero contigo nada resulta bien"
6u0odc379RvWuJmOmxbRE1,Killing Me Inside,Selftitled,Tanpa Dirimu,44,237906,False,0.449,0.902,1,-3.293,1,0.0447,0.000195,0.0,0.0926,0.36,80.086,4,punk-rock,0,12,1,3.9651,"Aku memang bukan yang terbaik untukmu
Dan aku memang bukan yang terindah bagimu

Mungkin semuanya tak seperti dulu, saat kita bisa berbagi bersama
Aku takkan rela bila kau tak ada di sisiku

Ku berlari dan terjatuh, di sini
Ku mencari dan tak ada, dirimu
Aku sendiri dan aku berdiri hanya untuk bersamamu
Aku di sini selalu menanti, saat nanti kau akan kembali

Mungkin seandainya kau ada di sini, saat aku lelah dan tak tau arah
Aku takkan rela bila kau tak ada di sisiku

Ku berlari dan terjatuh, di sini
Ku mencari dan tak ada, dirimu
Aku sendiri dan aku berdiri hanya untuk bersamamu
Aku di sini selalu menanti, saat nanti kau akan kembali

Dan aku memang bukan yang terbaik untukmu

Ku berlari dan terjatuh, di sini
Ku mencari dan tak ada, dirimu
Aku sendiri dan aku berdiri hanya untuk bersamamu
Aku di sini selalu menanti, saat nanti kau akan kembali"
