track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,is_hit,track_name_length,artist_count,duration_min
2AT8iROs4FQueDv2c8q2KE,Arctic Monkeys,AM,R U Mine?,83,201726,False,0.288,0.758,6,-5.692,0,0.0371,0.00616,0.0,0.303,0.619,97.094,4,rock,1,9,1,3.3621
2LawezPeJhN4AWuSB0GtAU,Creedence Clearwater Revival,Pendulum (Expanded Edition),Have You Ever Seen The Rain,83,160133,False,0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,4,rock,1,27,1,2.6688833333333335
7zwn1eykZtZ5LODrf7c0tS,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,You Get Me So High,83,153000,False,0.551,0.881,7,-6.099,0,0.0542,0.186,0.0791,0.152,0.387,88.036,4,alt-rock,1,18,1,2.55
6Qyc6fS4DsZjB2mRW9DsQs,The Goo Goo Dolls,Dizzy up the Girl,Iris,83,289533,False,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,3,rock,1,4,1,4.82555
4CeeEOM32jQcH3eN9Q2dGj,Nirvana,Nevermind (Remastered),Smells Like Teen Spirit,83,301920,False,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,4,alt-rock,1,23,1,5.032
7w87IxuO7BDcJ3YUqCyMTT,Foster The People,Torches,Pumped Up Kicks,83,239600,False,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,4,rock,1,15,1,3.993333333333333
4pt5fDVTg5GhEvEtlz9dKk,Måneskin,Teatro d'ira - Vol. I,I WANNA BE YOUR SLAVE,83,173346,True,0.75,0.608,1,-4.008,1,0.0387,0.00165,0.0,0.178,0.958,132.507,4,rock,1,21,1,2.8891
2374M0fQpWi3dLnB54qaLX,TOTO,Toto IV,Africa,83,295893,False,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,4,rock,1,6,1,4.93155
4kbj5MwxO1bq9wjT5g9HaA,WALK THE MOON,TALKING IS HARD,Shut Up and Dance,83,199080,False,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,4,rock,1,17,1,3.318
2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Native,Counting Stars,83,257266,False,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.118,0.477,122.016,4,rock,1,14,1,4.287766666666666
6JIC3hbC28JZKZ8AlAqX8h,Elton John;Dua Lipa;PNAU,The Lockdown Sessions,Cold Heart - PNAU Remix,83,202735,False,0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,4,rock,1,23,3,3.3789166666666666
7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Dream Your Life Away,Riptide,82,204280,False,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,4,rock,1,7,1,3.4046666666666665
4u7EnebtmKWzUH433cf5Qv,Queen,A Night At The Opera (2011 Remaster),Bohemian Rhapsody - Remastered 2011,82,354320,False,0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,4,rock,1,35,1,5.905333333333333
0GONea6G2XdnHWjNZd6zt3,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Summer Of '69,82,216053,False,0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,4,rock,1,13,1,3.6008833333333334
2Z8WuEywRWYTKe1NybPQEW,Twenty One Pilots,Blurryface,Ride,82,214506,False,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,4,rock,1,4,1,3.5751
2m1hi0nfMR9vdGC8UcrnwU,blink-182,Enema Of The State,All The Small Things,82,167066,False,0.434,0.897,0,-4.918,1,0.0488,0.0103,0.0,0.612,0.684,148.726,4,punk-rock,1,20,1,2.7844333333333333
6dGnYIeXmHdcikdzNNDMm2,The Beatles,Abbey Road (Remastered),Here Comes The Sun - Remastered 2009,82,185733,False,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,4,psych-rock,1,36,1,3.09555
3ZOEytgrvLwQaqXreDs2Jx,Red Hot Chili Peppers,By the Way (Deluxe Edition),Can't Stop,82,269000,False,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,4,alt-rock,1,10,1,4.483333333333333
2GiJYvgVaD2HtM8GqD9EgQ,BØRNS,Dopamine,Electric Love,82,218106,False,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,4,rock,1,13,1,3.6351
4HlFJV71xXKIGcU3kRyttv,Train,"Save Me, San Francisco (Golden Gate Edition)","Hey, Soul Sister",82,216773,False,0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,4,rock,1,16,1,3.6128833333333334
5MxNLUsfh7uzROypsoO5qe,Aerosmith,Aerosmith,Dream On,82,266960,False,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,4,hard-rock,1,8,1,4.449333333333334
0NlGoUyOJSuSHmngoibVAs,Kodaline,In A Perfect World (Expanded Edition),All I Want,82,305746,False,0.188,0.411,0,-9.733,1,0.0484,0.174,0.153,0.0843,0.159,187.376,3,rock,1,10,1,5.095766666666667
6FE2iI43OZnszFLuLtvvmg,MKTO,MKTO,Classic,82,175426,False,0.72,0.791,1,-4.689,1,0.124,0.0384,0.0,0.157,0.756,102.071,4,rock,1,7,1,2.923766666666667
5T8EDUDqKcs6OSOwEsfqG7,Queen,Jazz (2011 Remaster),Don't Stop Me Now - Remastered 2011,82,209413,False,0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,4,rock,1,35,1,3.4902166666666665
10nyNJ6zNy2YVYLrcwLccB,Radiohead,OK Computer,No Surprises,82,229120,False,0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,4,rock,1,12,1,3.8186666666666667
3d9DChrdc6BOeFsbrZ3Is0,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),Under the Bridge,82,264306,False,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,4,alt-rock,1,16,1,4.4051
6MpCaSIOfqBqbMED4kXgNY,Beach Bunny,Prom Queen,Prom Queen,82,136562,False,0.528,0.797,4,-7.487,1,0.0485,0.000391,0.011,0.14,0.751,143.785,4,rock,1,10,1,2.2760333333333334
48UPSzbZjgc449aqz8bxox,Red Hot Chili Peppers,Californication (Deluxe Edition),Californication,82,329733,False,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,4,alt-rock,1,15,1,5.49555
2FY7b99s15jUprqC0M5NCT,Imagine Dragons,Origins (Deluxe),Natural,82,189466,False,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,4,rock,1,7,1,3.157766666666667
1TfqLAPs4K3s2rJMoCokcS,Eurythmics;Annie Lennox;Dave Stewart,Sweet Dreams (Are Made Of This),Sweet Dreams (Are Made of This) - Remastered,82,216933,False,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,4,rock,1,44,3,3.61555
7EZC6E7UjZe63f1jRmkWxt,The Cranberries,No Need To Argue (The Complete Sessions 1994-1995),Zombie,82,306440,False,0.309,0.649,7,-8.994,1,0.035,0.0158,0.00591,0.367,0.312,166.915,4,rock,1,6,1,5.107333333333333
6TfBA04WJ3X1d1wXhaCFVT,The Offspring,"Rise And Fall, Rage And Grace","You're Gonna Go Far, Kid",81,177826,True,0.55,0.917,0,-3.159,1,0.0638,0.00428,0.0,0.197,0.601,126.115,4,punk-rock,1,24,1,2.963766666666667
4EchqUKQ3qAQuRNKmeIpnf,The Offspring,Americana,The Kids Aren't Alright,81,180160,False,0.523,0.943,1,-4.203,1,0.0337,0.00704,3.81e-05,0.0579,0.766,99.607,4,punk-rock,1,23,1,3.002666666666667
6GG73Jik4jUlQCkKg9JuGO,Jimmy Eat World,Bleed American,The Middle,81,165853,False,0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,4,punk-rock,1,10,1,2.7642166666666665
2MuWTIM3b0YEAskbeeFE1i,Metallica,Master Of Puppets (Remastered),Master Of Puppets,81,515386,False,0.543,0.836,4,-9.11,0,0.0353,0.000647,0.431,0.153,0.56,105.173,4,hard-rock,1,17,1,8.589766666666666
6i0V12jOa3mr6uu4WYhUBr,Twenty One Pilots,Heathens,Heathens,81,195920,False,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,4,rock,1,8,1,3.2653333333333334
6lanRgr6wXibZr8KgzXxBl,Christina Perri,A Thousand Years,A Thousand Years,81,285120,False,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,3,rock,1,16,1,4.752
0WSa1sucoNRcEeULlZVQXj,Bring Me The Horizon,Sempiternal (Expanded Edition),Can You Feel My Heart,81,228146,True,0.15,0.859,4,-2.827,0,0.0595,0.00201,0.194,0.387,0.354,170.527,5,rock,1,21,1,3.8024333333333336
77loZpT5Y5PRP1S451P9Yz,Hoobastank,The Reason (15th Anniversary Deluxe),The Reason,81,232800,False,0.472,0.671,4,-4.649,1,0.029,0.0129,0.0,0.159,0.0681,82.952,4,alt-rock,1,10,1,3.88
2RSHsoi04658QL5xgQVov3,Imagine Dragons,Origins (Deluxe),Bad Liar,81,260773,False,0.383,0.637,3,-6.993,1,0.0703,0.0722,0.0,0.368,0.0827,177.913,4,rock,1,8,1,4.346216666666667
1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,Pray for the Wicked,High Hopes,81,190946,False,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,4,rock,1,10,1,3.1824333333333334
3YRCqOhFifThpSRFJ1VWFM,Guns N' Roses,Use Your Illusion I,November Rain,81,536066,False,0.294,0.641,11,-9.316,1,0.0291,0.0163,0.22,0.112,0.226,79.759,4,hard-rock,1,13,1,8.934433333333333
5sICkBXVmaCQk5aISGR3x1,Metallica,Metallica,Enter Sandman,81,331266,False,0.577,0.828,6,-8.691,0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,4,hard-rock,1,13,1,5.5211
6Qn5zhYkTa37e91HC1D7lb,Imagine Dragons,Evolve,Whatever It Takes,81,201240,False,0.672,0.655,10,-5.021,0,0.0311,0.0362,0.0,0.117,0.556,134.945,4,rock,1,17,1,3.354
37Tmv4NnfQeb0ZgUC4fOJj,Dire Straits,Dire Straits,Sultans Of Swing,81,348400,False,0.733,0.794,5,-10.023,1,0.0307,0.0614,0.0367,0.33,0.931,148.174,4,rock,1,16,1,5.806666666666667
7e89621JPkKaeDSTQ3avtg,Lynyrd Skynyrd,Second Helping (Expanded Edition),Sweet Home Alabama,81,283800,True,0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,4,hard-rock,1,18,1,4.73
2SiXAy7TuUkycRVbbWDEpo,AC/DC,Back In Black,You Shook Me All Night Long,81,210173,False,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,4,hard-rock,1,27,1,3.502883333333333
5hnyJvgoWiQUYZttV4wXy6,Snow Patrol,Eyes Open,Chasing Cars,80,267960,False,0.56,0.595,9,-4.53,1,0.0274,0.199,6.47e-05,0.132,0.144,104.011,4,rock,1,12,1,4.466
2aibwv5hGXSgw7Yru8IYTO,Red Hot Chili Peppers,Stadium Arcadium,Snow (Hey Oh),80,334666,False,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,4,alt-rock,1,13,1,5.577766666666666
39shmbIHICJ2Wxnk1fPSdz,The Clash,Combat Rock (Remastered),Should I Stay or Should I Go - Remastered,80,188986,False,0.743,0.836,2,-6.465,1,0.116,0.0804,0.0,0.384,0.82,113.375,4,punk-rock,1,41,1,3.149766666666667
4sNG6zQBmtq7M8aeeKJRMQ,Declan McKenna,What Do You Think About the Car?,Brazil,80,252306,False,0.687,0.617,4,-5.213,1,0.0287,0.0941,1.27e-05,0.0898,0.665,121.079,4,alt-rock,1,6,1,4.2051
2xql0pid3EUwW38AsywxhV,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Reflections,80,244013,False,0.648,0.594,11,-7.027,0,0.0293,0.114,0.0462,0.116,0.544,113.983,4,alt-rock,1,11,1,4.066883333333333
0WQiDwKJclirSYG9v5tayI,The Smiths,The Queen Is Dead,There Is a Light That Never Goes Out - 2011 Remaster,80,244586,False,0.523,0.769,4,-5.855,1,0.0269,0.04,0.0,0.136,0.876,136.162,4,punk-rock,1,52,1,4.076433333333333
1EzrEOXmMH3G43AXT1y7pA,Jason Mraz,We Sing. We Dance. We Steal Things.,I'm Yours,80,242946,False,0.703,0.444,11,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96,4,rock,1,9,1,4.0491
44AyOl4qVkzS48vBsbNXaC,Elvis Presley,Blue Hawaii,Can't Help Falling in Love,80,182360,False,0.396,0.293,2,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307,3,rockabilly,1,26,1,3.0393333333333334
0bVtevEgtDIeRjCJbK3Lmv,Guns N' Roses,Appetite For Destruction,Welcome To The Jungle,80,272026,True,0.447,0.954,8,-8.069,1,0.0751,0.0235,0.403,0.298,0.331,123.453,4,rock,1,21,1,4.533766666666667
6ZOBP3NvffbU4SZcrnt1k6,3 Doors Down,The Better Life,Kryptonite,80,233933,False,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,4,alt-rock,1,10,1,3.8988833333333335
4RCWB3V8V0dignt99LZ8vH,Plain White T's,All That We Needed,Hey There Delilah,80,232533,False,0.656,0.291,2,-10.572,1,0.0293,0.872,0.0,0.114,0.298,103.971,4,rock,1,17,1,3.87555
57RA3JGafJm5zRtKJiKPIm,Wallows;Clairo,Nothing Happens,Are You Bored Yet? (feat. Clairo),80,178000,False,0.682,0.683,8,-6.444,0,0.0287,0.156,2.32e-05,0.273,0.64,120.023,4,rock,1,33,2,2.966666666666667
2iUmqdfGZcHIhS3b9E9EWq,Neon Trees,Picture Show,Everybody Talks,80,177280,False,0.471,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,154.961,4,alt-rock,1,15,1,2.9546666666666668
62yJjFtgkhUrXktIoSjgP2,Imagine Dragons,Night Visions,Radioactive,80,186813,False,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,4,rock,1,11,1,3.11355
7wMq5n8mYSKlQIGECKUgTX,The Script;will.i.am,#3 Deluxe Version,Hall of Fame (feat. will.i.am),80,202533,False,0.421,0.873,10,-4.343,1,0.0564,0.0654,0.0,0.123,0.629,84.786,4,rock,1,30,2,3.37555
57iDDD9N9tTWe75x6qhStw,The Verve,Urban Hymns (Remastered 2016),Bitter Sweet Symphony,80,357266,False,0.356,0.917,9,-6.006,1,0.0479,0.0335,0.0,0.406,0.518,171.176,4,alt-rock,1,21,1,5.954433333333333
5UlnuulVAVmmesw4VzqHdG,Imagine Dragons;Arcane;League of Legends,Enemy (from the series Arcane League of Legends),Enemy - From the series Arcane League of Legends,80,173381,False,0.722,0.745,7,-4.164,1,0.256,0.247,0.0,0.419,0.52,77.029,4,rock,1,48,3,2.889683333333333
64BbK9SFKH2jk86U3dGj2P,Red Hot Chili Peppers,Californication (Deluxe Edition),Otherside,80,255373,False,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,4,alt-rock,1,9,1,4.256216666666667
5W8YXBz9MTIDyrpYaCg2Ky,Papa Roach,Infest,Last Resort,80,199906,True,0.589,0.89,4,-3.719,0,0.0603,0.000481,0.00082,0.201,0.692,90.598,4,alt-rock,1,11,1,3.3317666666666668
0gmbgwZ8iqyMPmXefof8Yf,Nickelback,Silver Side Up,How You Remind Me,80,223840,False,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,4,alt-rock,1,17,1,3.7306666666666666
59WN2psjkt1tyaxjspN8fp,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),Killing In The Name,80,313573,True,0.466,0.833,7,-4.215,1,0.304,0.0266,0.0,0.0327,0.661,88.785,4,alt-rock,1,19,1,5.226216666666667
4LJhJ6DQS7NwE7UKtvcM52,blink-182,Enema Of The State,What's My Age Again?,80,148360,True,0.391,0.951,6,-7.419,1,0.0692,0.0126,0.000378,0.0878,0.468,157.66,4,punk-rock,1,20,1,2.4726666666666666
5fVZC9GiM4e8vu99W0Xf6J,The Fray,How To Save A Life,How to Save a Life,80,262533,False,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,4,rock,1,18,1,4.37555
0v1XpBHnsbkCn7iJ9Ucr1l,Bon Jovi,Crush,It's My Life,80,224493,False,0.551,0.913,0,-4.063,0,0.0466,0.0263,1.35e-05,0.347,0.544,119.992,4,rock,1,12,1,3.74155
68EkhVWIeULhHxcbi1QhzK,AJR,OK ORCHESTRA,World's Smallest Violin,80,180746,True,0.68,0.697,5,-7.01,1,0.0484,0.121,0.0,0.661,0.684,116.033,4,rock,1,23,1,3.0124333333333335
3SdTKo2uVsxFblQjpScoHy,Ben E. King,Don't Play That Song (Mono),Stand by Me,80,180055,False,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,4,rock,1,11,1,3.0009166666666665
0nLiqZ6A27jJri2VCalIUs,Metallica,Metallica,Nothing Else Matters,80,388266,False,0.553,0.362,4,-11.218,0,0.0263,0.0458,6.01e-06,0.075,0.158,142.352,3,rock,1,20,1,6.4711
